Ticker,"Sustainalytics ESG Risk Score 
 2012-01","Sustainalytics ESG Risk Score 
 2012-02","Sustainalytics ESG Risk Score 
 2012-03","Sustainalytics ESG Risk Score 
 2012-04","Sustainalytics ESG Risk Score 
 2012-05","Sustainalytics ESG Risk Score 
 2012-06","Sustainalytics ESG Risk Score 
 2012-07","Sustainalytics ESG Risk Score 
 2012-08","Sustainalytics ESG Risk Score 
 2012-09","Sustainalytics ESG Risk Score 
 2012-10","Sustainalytics ESG Risk Score 
 2012-11","Sustainalytics ESG Risk Score 
 2012-12","Sustainalytics ESG Risk Score 
 2013-01","Sustainalytics ESG Risk Score 
 2013-02","Sustainalytics ESG Risk Score 
 2013-03","Sustainalytics ESG Risk Score 
 2013-04","Sustainalytics ESG Risk Score 
 2013-05","Sustainalytics ESG Risk Score 
 2013-06","Sustainalytics ESG Risk Score 
 2013-07","Sustainalytics ESG Risk Score 
 2013-08","Sustainalytics ESG Risk Score 
 2013-09","Sustainalytics ESG Risk Score 
 2013-10","Sustainalytics ESG Risk Score 
 2013-11","Sustainalytics ESG Risk Score 
 2013-12","Sustainalytics ESG Risk Score 
 2014-01","Sustainalytics ESG Risk Score 
 2014-02","Sustainalytics ESG Risk Score 
 2014-03","Sustainalytics ESG Risk Score 
 2014-04","Sustainalytics ESG Risk Score 
 2014-05","Sustainalytics ESG Risk Score 
 2014-06","Sustainalytics ESG Risk Score 
 2014-07","Sustainalytics ESG Risk Score 
 2014-08","Sustainalytics ESG Risk Score 
 2014-09","Sustainalytics ESG Risk Score 
 2014-10","Sustainalytics ESG Risk Score 
 2014-11","Sustainalytics ESG Risk Score 
 2014-12","Sustainalytics ESG Risk Score 
 2015-01","Sustainalytics ESG Risk Score 
 2015-02","Sustainalytics ESG Risk Score 
 2015-03","Sustainalytics ESG Risk Score 
 2015-04","Sustainalytics ESG Risk Score 
 2015-05","Sustainalytics ESG Risk Score 
 2015-06","Sustainalytics ESG Risk Score 
 2015-07","Sustainalytics ESG Risk Score 
 2015-08","Sustainalytics ESG Risk Score 
 2015-09","Sustainalytics ESG Risk Score 
 2015-10","Sustainalytics ESG Risk Score 
 2015-11","Sustainalytics ESG Risk Score 
 2015-12","Sustainalytics ESG Risk Score 
 2016-01","Sustainalytics ESG Risk Score 
 2016-02","Sustainalytics ESG Risk Score 
 2016-03","Sustainalytics ESG Risk Score 
 2016-04","Sustainalytics ESG Risk Score 
 2016-05","Sustainalytics ESG Risk Score 
 2016-06","Sustainalytics ESG Risk Score 
 2016-07","Sustainalytics ESG Risk Score 
 2016-08","Sustainalytics ESG Risk Score 
 2016-09","Sustainalytics ESG Risk Score 
 2016-10","Sustainalytics ESG Risk Score 
 2016-11","Sustainalytics ESG Risk Score 
 2016-12","Sustainalytics ESG Risk Score 
 2017-01","Sustainalytics ESG Risk Score 
 2017-02","Sustainalytics ESG Risk Score 
 2017-03","Sustainalytics ESG Risk Score 
 2017-04","Sustainalytics ESG Risk Score 
 2017-05","Sustainalytics ESG Risk Score 
 2017-06","Sustainalytics ESG Risk Score 
 2017-07","Sustainalytics ESG Risk Score 
 2017-08","Sustainalytics ESG Risk Score 
 2017-09","Sustainalytics ESG Risk Score 
 2017-10","Sustainalytics ESG Risk Score 
 2017-11","Sustainalytics ESG Risk Score 
 2017-12","Sustainalytics ESG Risk Score 
 2018-01","Sustainalytics ESG Risk Score 
 2018-02","Sustainalytics ESG Risk Score 
 2018-03","Sustainalytics ESG Risk Score 
 2018-04","Sustainalytics ESG Risk Score 
 2018-05","Sustainalytics ESG Risk Score 
 2018-06","Sustainalytics ESG Risk Score 
 2018-07","Sustainalytics ESG Risk Score 
 2018-08","Sustainalytics ESG Risk Score 
 2018-09","Sustainalytics ESG Risk Score 
 2018-10","Sustainalytics ESG Risk Score 
 2018-11","Sustainalytics ESG Risk Score 
 2018-12","Sustainalytics ESG Risk Score 
 2019-01","Sustainalytics ESG Risk Score 
 2019-02","Sustainalytics ESG Risk Score 
 2019-03","Sustainalytics ESG Risk Score 
 2019-04","Sustainalytics ESG Risk Score 
 2019-05","Sustainalytics ESG Risk Score 
 2019-06"
PEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,45,45,43,43,43,43,43,43,43,,43,43,43,43,43,43,43,43,43,43,43,43,43,50,50,50,50,50,50
MD,55,55,55,55,55,55,55,52,52,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,,,50,,50,47,47,47,,47,47,,50,49,,49,49,49,49,49,49,49,49,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
PBA,62,62,62,62,62,62,61,61,61,,,,60,,,,,,60,,,,,,,,,,,,,,,,,,62,64,64,,,,63,63,63,,63,,63,62,62,62,62,62,,62,62,62,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,60,60,60,60,60,59,59,59,59,62,62,62,62,62,62
PFSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45
PMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,,,,,44,44,43,43,43,43,43,43,42,,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
PAG,51,51,51,51,51,51,51,51,,48,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,47,47,47,,,,47,,,47,47,47,,47,47,,,,,47,47,47,47,47,47,47,47,46,46,46,46,46,48,48,,48,48,48,48,48,48,48,48,48,48,48,47,47
PNR,64,63,63,63,63,64,64,63,,,,,,57,,,,,,,,54,,,,54,,,,,,,,,56,,,,,,,,54,54,54,,,,56,,56,56,56,56,,56,56,,,,58,57,57,57,57,57,57,57,58,57,57,62,62,62,62,62,62,62,62,62,62,62,61,61,61,63,63,63,63,63
PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,49,49,49,49,49,49,49,49,,49,49,49,,49,49,49,49,49,49,53,53,53,53,53,53
PFGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,48,48,47,47,46,46
PKI,58,58,69,69,69,69,70,65,,,,,,,,,,,64,,,65,,,,,,,65,,,,,,,,,,63,,,,61,58,58,,58,56,56,56,56,56,56,56,,56,56,,,56,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52
PRGO,45,44,44,44,44,44,44,47,,,,,,47,,,,,,,,49,,,,49,,50,51,,,,,,,,,,53,,,,51,51,51,,51,51,51,51,51,51,51,50,50,50,50,51,,51,49,49,49,48,48,48,48,48,50,50,50,53,53,53,53,53,53,53,53,53,53,53,53,52,52,50,50,50,51,51
PTR,40,40,40,40,39,40,41,41,42,,,,,,,,,,,,40,,,,,42,,,,,,42,40,,,,,,,,,,40,40,40,,40,40,40,,40,40,40,40,,40,40,,,,43,43,43,43,43,43,43,41,41,43,43,43,43,43,43,43,43,,41,41,41,41,41,41,41,41,41,41,41,41
PBR.A,69,69,69,69,69,69,69,69,70,,,69,,,68,,,,,,68,70,,,69,74,,,75,71,,70,,,,67,,,66,66,,64,63,62,62,62,62,62,62,62,62,62,62,61,,61,61,,,,61,61,64,64,64,64,64,64,64,63,64,64,66,66,66,66,66,,66,66,66,66,66,66,66,66,66,67,67,68
PBR,69,69,69,69,69,69,69,69,70,,,69,,,68,,,,,,68,70,,,69,74,,,75,71,,70,,,,67,,,66,66,,64,63,62,62,62,62,62,62,62,62,62,62,61,,61,61,,,,61,61,64,64,64,64,64,64,64,63,64,64,66,66,66,66,66,,66,66,66,66,66,66,66,66,66,67,67,68
PFE,65,65,65,65,67,68,69,69,68,,,,,,,,,68,,,68,69,,,,69,,,69,68,68,,,,,,69,,68,,,,66,66,66,,66,65,65,64,64,64,64,64,64,63,63,,,63,65,,65,65,65,65,65,65,65,64,64,64,64,64,64,64,64,64,64,66,59,59,59,60,60,60,60,61,61,61
PCG,67,66,66,66,65,65,63,63,64,64,64,64,,,,,66,,,,66,72,72,73,,74,,,72,,,,,72,,,70,70,73,,72,,73,73,73,72,72,71,71,71,71,71,71,71,,71,71,,73,73,,73,73,73,73,73,73,73,73,70,70,70,71,73,73,73,73,73,73,73,74,74,74,73,70,70,70,70,70,69
PGTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,43,,,43,43,43,43,43,43,43,43,43,43,45,45,45,45,45,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
PM,57,57,57,57,56,56,57,57,,56,,,,58,,,,,,62,,,,,,63,,62,62,,,63,,,,,64,,62,66,,,64,64,64,,,64,64,63,63,63,63,61,62,63,63,63,,63,,62,62,62,65,65,65,65,65,64,64,64,64,64,64,64,64,64,64,64,66,66,65,64,64,64,64,66,66,66
PSX,,,,,,,,,,46,,,,,,,,,,,51,,,,,51,,,,,,,,53,,,,,52,,,,50,50,50,,51,51,51,51,51,51,51,51,51,51,53,,53,53,53,53,53,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,55,55,55,55,55,55,55,55,55,55
PHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,,,,,44,44,43,43,43,43,43,43,44,,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43
PDM,,,,,,,,,,,,,,,,,,,,,,56,,,,56,,,,,,,,,,,,,,,,,57,57,57,57,,,57,,,57,57,57,,57,57,,,,,57,57,57,57,57,57,57,57,57,,57,57,57,57,57,57,57,62,62,62,62,62,62,62,62,62,62,62,62
PING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW,65,69,69,69,68,69,69,69,,69,,,71,,70,,,,,,70,71,,,,72,,,,,,,,,,,74,76,74,,,,75,75,75,,75,75,70,70,70,70,70,70,70,70,70,,70,70,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,69,69,69,69,69,69,72,72,72,72,72,72,72
PINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PXD,55,54,54,54,53,53,53,53,,,,54,,,53,,,,,51,,,,,,52,,,,,,,,,,,55,,55,,,,53,53,53,,53,53,53,53,53,53,53,53,53,53,53,53,,,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,55,,55,55,55,55,55,55,55,55,55,55,55,55
PIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBI,64,64,64,64,63,64,64,64,,,,,,,,,,,,66,,66,,,,,,,,,,,,,,,,,66,,,,65,65,65,65,65,66,65,65,65,65,65,65,65,65,65,65,,,65,65,65,65,65,65,65,62,62,62,62,62,,62,62,60,60,60,60,60,60,60,60,60,60,60,60,67,67,64
PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,42,42,42,42,44,44,44,44,44,44,44
PLNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,,,,,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,,47,47,47,47,47,47,47
POLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,53,,53,,,,,53,53,53,54,54,54,54,54,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
AGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46
PHI,46,46,46,46,46,46,46,46,,47,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,46,,,,45,45,45,45,45,,45,45,45,44,44,44,,44,44,,44,,,44,44,44,44,44,49,49,49,49,49,49,49,49,49,49,49,49,49,49,51,51,51,51,51,51,51,51,51,51
PLYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC,50,49,49,49,48,48,48,48,49,,,,,,,,,,,,,48,,,,50,,,51,50,,,,,,55,,,54,,53,,52,52,51,51,52,52,52,52,52,52,52,52,52,52,53,,,53,57,,57,57,57,57,57,57,60,60,60,60,60,60,60,60,60,60,60,60,63,63,63,63,63,63,63,63,63,63
PNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,52,,52,52,,,52,52,54,54,54,54,54,56,56,56,54,54,54,54,54,56,56,56,56,56,56,56,56,56,56,56,56,60
PII,48,48,48,48,47,48,48,47,,,,,,,,47,,,46,,,,,,,,,,,,,,,,,46,,,,,,,45,45,45,,45,46,46,,46,46,46,46,,45,45,,,,46,46,46,46,46,46,46,47,47,46,46,46,46,46,46,46,46,46,46,46,46,46,52,52,52,52,51,51,51,51
POR,66,66,66,66,66,66,66,66,,,,,,,,,,,,,,,,,,66,,56,,,,,,,,,,,,,,,56,56,56,,,56,56,56,,56,56,56,,56,56,,56,56,,56,56,56,58,58,58,58,58,59,59,59,59,59,59,57,57,58,58,58,58,58,58,58,61,61,61,61,61,61
PKX,63,63,63,63,62,63,62,68,,,,,,67,66,66,66,,64,63,63,,,67,65,68,,69,68,68,,73,,,,,,,71,,,,72,70,68,,68,68,68,,68,68,68,68,70,70,70,,71,,,71,71,71,71,71,71,71,71,68,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,67,67,67,67
POST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,48,,48,,48,48,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,47,47,47,47,46,46,47,46,46,46,46
PSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPG,56,56,56,56,55,54,54,54,,,,,,,,54,,,54,,,64,,,,54,,,,,,,,,,,,,,,,,65,65,65,,65,66,66,,66,66,66,66,,66,65,,65,65,69,,69,69,69,,69,67,67,65,65,65,65,65,65,65,65,65,64,64,64,63,63,63,63,63,63,65,65,65
PPL,60,61,61,59,58,59,57,57,,58,,,,,,,,,,,55,53,,,,56,,,,,,,,,56,,,,,58,,,58,58,58,,57,57,57,57,57,57,57,57,,57,57,,57,57,63,63,63,63,63,63,63,63,63,62,62,62,62,62,63,63,63,63,63,63,65,65,66,65,68,68,65,65,65,65
PDS,60,60,60,60,59,60,60,60,,56,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,57,,57,57,57,57,57,57,55,55,,55,55,55,,55,55,55,57,57,57,,57,57,57,57,57,57,57,57,57,57
PBH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,42,,,,,,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,,,,,,47,47,46,,46,46,46,45,46,46,,46,46,46,46,46,,46,46,46,46,51,51,51,51,51,51,51
PRMW,51,51,51,51,51,51,51,51,,50,,51,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,50,50,50,,50,50,50,,50,50,50,50,,50,50,50,,50,,49,49,49,49,49,54,54,54,52,52,52,52,52,52,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50
PRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,48,,,,,,48,,48,,48,48,48,45,47,47,,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
PCOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,69,69,69,69,66,67,69,69,,,70,,,,,70,,,,,,71,,,,74,,73,73,74,,,,73,,,72,,72,71,,,69,69,69,,,69,69,,69,69,69,69,,69,69,,,68,67,67,67,63,63,,63,63,63,63,63,63,63,63,64,64,64,65,65,65,65,64,64,65,65,63,63,63,63,63
PRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGR,49,49,49,49,48,48,48,48,,,,,49,48,,,,,,,,48,,,,,,,,,,,,,,,49,49,,,,,48,48,48,,48,48,49,,49,49,49,49,,49,49,,,,49,49,49,49,50,,50,50,50,50,50,50,,50,50,50,50,50,50,50,52,52,52,52,52,52,52,52,52,52
PLD,77,74,75,75,74,75,75,79,79,,,82,,,,,82,,,81,,,,,,,,,,,,76,77,,,,,,77,,,,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,,,79,,78,78,78,78,78,78,78,78,77,77,77,77,77,77,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81
PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,51,51,51,51,51,,51,51,51,51,51,51,51,51,51,51
PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,49,,,,47,47,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,46,48,48,48,48
PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,48,,,48,48,47,47,48,48,48,47,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50
PRLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,,,46,46,46,46,46,46,46,46,47,47,47,47,47,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47
PFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,48,,,48,48,48,48,48,48,48,50,50,50,50,50,,50,50,50,50,50,50,48,48,48,48,48,48,48,48,48
PRU,57,57,56,56,55,55,55,55,,,,,58,,,,,,,,,61,,,,62,,,63,,,,,,,67,,,66,,,,65,65,,64,,,62,62,62,61,61,61,61,61,61,,,60,,60,60,72,72,,72,72,72,73,73,73,,72,72,72,72,72,72,72,73,73,72,76,76,76,75,75,75,75
PUK,62,62,62,62,62,62,60,60,60,,,,,,,,,,,,,,,,60,60,,,,,,,,,,,67,,65,,,,64,64,64,64,64,66,66,,66,66,66,66,65,65,65,,,,69,70,70,69,69,69,69,69,69,70,70,70,,68,68,68,68,68,,74,74,74,73,73,73,73,73,73,73,73
TLK,52,52,52,52,52,52,52,52,,,,,,,,,,,,,,,,,,52,,,52,,,,,,,,,,,,,,51,51,,51,51,,51,51,51,51,51,51,,51,51,,,,,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,46
PEG,66,69,69,69,67,68,66,66,65,,,,66,,,,64,,,,,65,,,,66,,,68,,,,67,,,,66,,65,,,,66,66,64,64,64,64,64,64,64,64,64,62,,62,63,,63,63,63,63,63,63,63,63,63,62,63,67,67,67,67,67,67,67,67,67,67,67,69,69,69,69,69,69,69,71,71,71
PSA,45,45,45,45,44,45,45,45,,,,,,,,,,,,,45,,,,,,,,,,,,,47,,47,,,,,,,45,45,45,,45,45,45,,45,45,45,45,,45,45,,,,46,45,45,45,45,45,45,45,45,46,,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47
PHM,49,49,49,49,49,49,49,49,,49,,,,,,,,,49,,,49,,,,49,,,,,,,,,,,49,,,,,,48,48,48,,48,48,48,48,48,48,48,48,47,47,47,47,,46,46,46,46,46,46,,46,,46,46,,49,,49,49,49,49,49,49,49,49,49,50,50,50,50,50,49,48,48
PSTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,48,48,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,45,45,45,45,45
PVH,72,72,72,72,72,71,71,65,,,,65,,,,,,,,,,,,,64,66,,,66,,,,,,,,,68,66,,,,63,63,63,,63,63,63,,,63,63,63,63,63,63,63,63,63,63,63,62,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,59,59,59,59
PZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,47,47,47,,47,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,,46,46,46,46,50,50,50,50,50,50,50
QTWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,,,,,47,47,47,45,45,45,45,45,46,46,46,46,46,46,46,46,,46,46,46,46,46,46,46,46,46,46,46,46
QGEN,56,56,56,56,55,56,56,50,50,,,,52,,,,,,,51,,,,,,51,,,,,,,,,,,52,,51,,,,54,54,54,,54,54,54,57,57,57,57,57,,57,57,,,57,50,50,50,50,50,50,50,50,50,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50
KWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,52,52,,,,52,52,52,52,52,,52,52,52,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,54,54,54,54,54,51
NX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,45,,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
PWR,50,50,50,50,49,50,50,50,,,,,48,,,,,,,,,47,,,,,,,,,,,,,,,52,,,,,,51,51,51,51,51,51,51,55,55,55,55,55,,55,54,,,,54,54,54,54,54,,54,54,54,53,53,53,53,53,53,53,54,54,50,50,50,50,50,50,50,50,50,50,50,50
QS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,47,47
DGX,61,61,61,61,61,61,61,61,61,,,,58,,,57,,56,,,,56,,,,58,,,59,,,,,,,,59,,58,,,,56,56,56,,56,56,57,,57,57,57,57,,57,57,,,,57,58,58,58,58,58,58,58,58,57,57,57,57,,57,52,52,52,52,52,52,52,52,52,52,51,50,50,50,50
QUOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,,,,,47,47,47,45,45,45,45,46,49,49,49,49,49,49,49,49,,49,49,49,49,49,49,49,49,49,49,47,47
RDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,48,,,48,48,48,48,48,46,46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
RFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL,47,47,47,47,46,47,51,51,,,,,,,51,,,,,,,51,,,,53,,,,53,,,,,,,53,,53,53,,,50,50,50,,50,50,50,,50,50,50,50,50,50,50,50,54,,54,54,54,54,54,54,53,53,53,53,53,53,53,53,53,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56
RRC,51,50,50,50,50,50,50,50,,50,,,,,50,,,,,,49,,48,,,50,,,50,,50,,,48,48,,56,,,,,,55,55,55,,55,55,55,,55,55,55,55,,55,55,,,,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,,59,59,62,62,62,62,62,62,62,62,62,62
PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJF,41,47,47,47,47,47,47,43,,,,,,,,,,,,,48,48,48,,47,48,,51,,,,,,,,,,,,,,,51,51,50,48,48,48,48,,48,48,48,47,,47,47,47,47,47,47,45,46,49,49,49,49,49,49,52,52,52,52,52,52,49,49,49,,49,49,49,49,49,49,49,53,53,53,53
RYAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,49,,,49,48,48,,,,48,48,,,48,48,48,,48,48,,,48,49,,49,48,48,,48,48,48,49,49,49,49,50,50,50,50,50,50,50,50,50,50,48,48,48,48,48,48,48
RYN,57,57,57,57,56,57,57,72,,,,,68,,,,,,,,68,,,,68,68,68,,,67,,,67,,,,66,,,,,,65,45,45,,45,45,45,45,45,45,45,45,,,,,,,,,,45,45,45,45,45,45,47,,47,47,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,43,43
RTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,43,,,,,,43,42,42,42,42,42,42,42,,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42
O,50,50,50,50,50,50,50,41,41,,,,41,,,,,,,,46,,,,,,,,,,,,,,,,46,,,,,,46,46,46,46,46,45,45,45,45,45,45,45,45,45,45,,,,47,47,47,47,47,47,47,47,47,45,,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46
RWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,45,45,43,43,43,43,43,43,42,,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43
